Time;Value;Stress
0.0;1.747;2.043
0.0033333630424513586;1.76;2.043
0.006666726084902717;1.773;2.043
0.010000089127354075;1.787;2.043
0.013333452169805434;1.8;2.043
0.016666815212256793;1.813;2.043
0.02000017825470815;1.827;2.043
0.02333354129715951;1.827;2.043
0.02666690433961087;1.84;2.043
0.030000267382062226;1.853;2.043
0.03333363042451359;1.853;2.043
0.03666699346696495;1.867;2.043
0.0400003565094163;1.867;2.043
0.04333371955186766;1.867;2.043
0.04666708259431902;1.867;2.043
0.05000044563677038;1.813;2.043
0.05333380867922174;1.787;2.043
0.0566671717216731;1.773;2.043
0.06000053476412445;1.747;2.043
0.06333389780657582;1.72;2.043
0.06666726084902717;1.693;2.043
0.07000062389147853;1.667;2.043
0.0733339869339299;1.653;2.043
0.07666734997638125;1.627;2.043
0.0800007130188326;1.613;2.043
0.08333407606128397;1.587;2.043
0.08666743910373532;1.573;2.043
0.09000080214618668;1.56;2.043
0.09333416518863805;1.547;2.043
0.0966675282310894;1.547;2.043
0.10000089127354075;1.533;2.043
0.10333425431599212;1.533;2.043
0.10666761735844348;1.52;2.043
0.11000098040089483;1.52;2.043
0.1133343434433462;1.52;2.043
0.11666770648579755;1.52;2.043
0.1200010695282489;1.52;2.043
0.12333443257070027;1.52;2.043
0.12666779561315164;1.52;2.043
0.130001158655603;1.52;2.043
0.13333452169805435;1.52;2.043
0.1366678847405057;1.52;2.043
0.14000124778295706;1.52;2.043
0.1433346108254084;1.533;2.043
0.1466679738678598;1.533;2.043
0.15000133691031114;1.533;2.043
0.1533346999527625;1.547;2.043
0.15666806299521385;1.547;2.043
0.1600014260376652;1.547;2.043
0.16333478908011656;1.547;2.043
0.16666815212256794;1.547;2.043
0.1700015151650193;1.547;2.043
0.17333487820747065;1.547;2.043
0.176668241249922;1.547;2.043
0.18000160429237336;1.547;2.043
0.1833349673348247;1.56;2.043
0.1866683303772761;1.573;2.043
0.19000169341972745;1.573;2.043
0.1933350564621788;1.587;2.043
0.19666841950463015;1.587;2.043
0.2000017825470815;1.587;2.043
0.20333514558953286;1.587;2.043
0.20666850863198424;1.587;2.043
0.2100018716744356;1.587;2.043
0.21333523471688695;1.587;2.043
0.2166685977593383;1.587;2.043
0.22000196080178966;1.6;2.043
0.22333532384424104;1.613;2.043
0.2266686868866924;1.627;2.043
0.23000204992914375;1.64;2.043
0.2333354129715951;1.653;2.043
0.23666877601404646;1.667;2.043
0.2400021390564978;1.68;2.043
0.2433355020989492;1.693;2.043
0.24666886514140055;1.707;2.043
0.25000222818385187;1.707;2.043
0.2533355912263033;1.707;2.043
0.25666895426875463;1.707;2.043
0.260002317311206;1.72;2.043
0.26333568035365734;1.733;2.043
0.2666690433961087;1.733;2.043
0.27000240643856005;1.747;2.043
0.2733357694810114;1.76;2.043
0.27666913252346276;1.76;2.043
0.2800024955659141;1.76;2.043
0.28333585860836547;1.76;2.043
0.2866692216508168;1.76;2.043
0.2900025846932682;1.76;2.043
0.2933359477357196;1.747;2.043
0.29666931077817094;1.733;2.043
0.3000026738206223;1.72;2.043
0.30333603686307364;1.707;2.043
0.306669399905525;1.693;2.043
0.31000276294797635;1.667;2.043
0.3133361259904277;1.653;2.043
0.31666948903287906;1.627;2.043
0.3200028520753304;1.613;2.043
0.32333621511778177;1.6;2.043
0.3266695781602331;1.587;2.043
0.33000294120268453;1.573;2.043
0.3333363042451359;1.56;2.043
0.33666966728758724;1.547;2.043
0.3400030303300386;1.547;2.043
0.34333639337248995;1.533;2.043
0.3466697564149413;1.52;2.043
0.35000311945739265;1.493;2.043
0.353336482499844;1.493;2.043
0.35666984554229536;1.493;2.043
0.3600032085847467;1.493;2.043
0.36333657162719807;1.493;2.043
0.3666699346696494;1.493;2.043
0.37000329771210083;1.493;2.043
0.3733366607545522;1.507;2.043
0.37667002379700354;1.507;2.043
0.3800033868394549;1.533;2.043
0.38333674988190625;1.587;2.043
0.3866701129243576;1.68;2.043
0.39000347596680895;1.813;2.043
0.3933368390092603;2.013;2.043
0.39667020205171166;2.253;2.043
0.400003565094163;2.52;2.043
0.40333692813661437;2.773;2.043
0.4066702911790657;2.987;2.043
0.41000365422151713;3.12;2.043
0.4133370172639685;3.16;2.043
0.41667038030641984;3.093;2.043
0.4200037433488712;2.947;2.043
0.42333710639132255;2.733;2.043
0.4266704694337739;2.507;2.043
0.43000383247622526;2.28;2.043
0.4333371955186766;2.08;2.043
0.43667055856112796;1.92;2.043
0.4400039216035793;1.8;2.043
0.44333728464603067;1.707;2.043
0.4466706476884821;1.64;2.043
0.45000401073093343;1.6;2.043
0.4533373737733848;1.547;2.043
0.45667073681583614;1.52;2.043
