Time;Value;Stress
0.0;1.627;3.358
0.003333364457184474;1.613;3.358
0.006666728914368948;1.6;3.358
0.010000093371553422;1.6;3.359
0.013333457828737896;1.587;3.359
0.01666682228592237;1.573;3.359
0.020000186743106843;1.56;3.359
0.02333355120029132;1.56;3.359
0.026666915657475792;1.547;3.36
0.030000280114660265;1.547;3.36
0.03333364457184474;1.547;3.36
0.03666700902902922;1.547;3.36
0.040000373486213686;1.547;3.361
0.04333373794339816;1.547;3.361
0.04666710240058264;1.547;3.361
0.05000046685776711;1.547;3.361
0.053333831314951584;1.547;3.362
0.05666719577213606;1.547;3.362
0.06000056022932053;1.547;3.362
0.063333924686505;1.547;3.362
0.06666728914368948;1.547;3.362
0.07000065360087396;1.547;3.363
0.07333401805805843;1.547;3.363
0.0766673825152429;1.56;3.363
0.08000074697242737;1.56;3.363
0.08333411142961185;1.56;3.364
0.08666747588679632;1.56;3.364
0.0900008403439808;1.573;3.364
0.09333420480116528;1.573;3.364
0.09666756925834974;1.573;3.365
0.10000093371553422;1.573;3.365
0.10333429817271869;1.573;3.365
0.10666766262990317;1.56;3.365
0.11000102708708764;1.56;3.366
0.11333439154427212;1.56;3.366
0.1166677560014566;1.56;3.366
0.12000112045864106;1.547;3.366
0.12333448491582553;1.547;3.366
0.12666784937301;1.547;3.367
0.13000121383019447;1.547;3.367
0.13333457828737896;1.547;3.367
0.13666794274456343;1.547;3.367
0.14000130720174792;1.533;3.368
0.14333467165893238;1.533;3.368
0.14666803611611687;1.533;3.368
0.15000140057330133;1.533;3.368
0.1533347650304858;1.533;3.369
0.15666812948767028;1.533;3.369
0.16000149394485474;1.533;3.369
0.16333485840203923;1.533;3.369
0.1666682228592237;1.533;3.369
0.1700015873164082;1.52;3.37
0.17333495177359265;1.52;3.37
0.1766683162307771;1.52;3.37
0.1800016806879616;1.52;3.37
0.18333504514514606;1.52;3.371
0.18666840960233055;1.52;3.371
0.19000177405951502;1.52;3.371
0.19333513851669948;1.52;3.371
0.19666850297388397;1.52;3.372
0.20000186743106843;1.52;3.372
0.20333523188825292;1.52;3.372
0.20666859634543738;1.52;3.372
0.21000196080262187;1.52;3.373
0.21333532525980634;1.52;3.373
0.2166686897169908;1.52;3.373
0.2200020541741753;1.52;3.373
0.22333541863135975;1.52;3.373
0.22666878308854424;1.52;3.374
0.2300021475457287;1.52;3.374
0.2333355120029132;1.52;3.374
0.23666887646009765;1.52;3.374
0.24000224091728212;1.52;3.375
0.2433356053744666;1.533;3.375
0.24666896983165107;1.533;3.375
0.25000233428883556;1.52;3.375
0.25333569874602;1.507;3.376
0.2566690632032045;1.507;3.376
0.26000242766038895;1.507;3.376
0.26333579211757346;1.493;3.376
0.2666691565747579;1.493;3.377
0.2700025210319424;1.507;3.377
0.27333588548912685;1.507;3.377
0.27666924994631137;1.507;3.377
0.28000261440349583;1.507;3.377
0.2833359788606803;1.507;3.378
0.28666934331786476;1.507;3.378
0.2900027077750492;1.507;3.378
0.29333607223223374;1.507;3.378
0.2966694366894182;1.52;3.379
0.30000280114660266;1.52;3.379
0.3033361656037871;1.52;3.379
0.3066695300609716;1.52;3.379
0.3100028945181561;1.507;3.38
0.31333625897534056;1.507;3.38
0.316669623432525;1.507;3.38
0.3200029878897095;1.507;3.38
0.32333635234689395;1.507;3.38
0.32666971680407847;1.507;3.381
0.33000308126126293;1.507;3.381
0.3333364457184474;1.507;3.381
0.33666981017563186;1.507;3.381
0.3400031746328164;1.493;3.382
0.34333653909000084;1.493;3.382
0.3466699035471853;1.48;3.382
0.35000326800436976;1.48;3.382
0.3533366324615542;1.48;3.383
0.35666999691873874;1.48;3.383
0.3600033613759232;1.48;3.383
0.36333672583310767;1.48;3.383
0.3666700902902921;1.48;3.384
0.3700034547474766;1.48;3.384
0.3733368192046611;1.493;3.384
0.37667018366184557;1.493;3.384
0.38000354811903003;1.493;3.384
0.3833369125762145;1.507;3.385
0.38667027703339896;1.507;3.385
0.3900036414905835;1.507;3.385
0.39333700594776794;1.507;3.385
0.3966703704049524;1.52;3.386
0.40000373486213686;1.587;3.386
0.4033370993193214;1.64;3.386
0.40667046377650584;1.72;3.386
0.4100038282336903;1.827;3.387
0.41333719269087477;1.987;3.387
0.41667055714805923;2.16;3.387
0.42000392160524375;2.36;3.387
0.4233372860624282;2.52;3.387
0.42667065051961267;2.64;3.388
0.43000401497679713;2.693;3.388
0.4333373794339816;2.64;3.388
0.4366707438911661;2.507;3.388
0.4400041083483506;2.32;3.389
0.44333747280553504;2.107;3.389
0.4466708372627195;1.88;3.389
0.45000420171990396;1.693;3.389
0.4533375661770885;1.533;3.39
0.45667093063427294;1.427;3.39
0.4600042950914574;1.36;3.39
0.46333765954864187;1.333;3.39
0.4666710240058264;1.32;3.391
0.47000438846301085;1.333;3.391
0.4733377529201953;1.347;3.391
0.47667111737737977;1.387;3.391
0.48000448183456423;1.413;3.391
0.48333784629174875;1.44;3.392
0.4866712107489332;1.467;3.392
0.4900045752061177;1.48;3.392
0.49333793966330214;1.493;3.392
0.4966713041204866;1.507;3.393
0.5000046685776711;1.507;3.393
0.5033380330348556;1.52;3.393
0.50667139749204;1.52;3.393
0.5100047619492245;1.533;3.394
0.513338126406409;1.533;3.394
0.5166714908635934;1.547;3.394
0.5200048553207779;1.547;3.394
0.5233382197779625;1.56;3.394
0.5266715842351469;1.56;3.395
0.5300049486923314;1.56;3.395
0.5333383131495159;1.573;3.395
0.5366716776067003;1.573;3.395
0.5400050420638848;1.573;3.396
0.5433384065210692;1.573;3.396
0.5466717709782537;1.587;3.396
0.5500051354354382;1.613;3.396
0.5533384998926227;1.613;3.397
0.5566718643498072;1.627;3.397
0.5600052288069917;1.627;3.397
0.5633385932641761;1.64;3.397
0.5666719577213606;1.64;3.398
0.570005322178545;1.653;3.398
0.5733386866357295;1.653;3.398
0.576672051092914;1.667;3.398
0.5800054155500984;1.667;3.398
0.5833387800072829;1.68;3.399
0.5866721444644675;1.693;3.399
0.5900055089216519;1.707;3.399
0.5933388733788364;1.707;3.399
0.5966722378360209;1.72;3.4
0.6000056022932053;1.72;3.4
0.6033389667503898;1.733;3.4
0.6066723312075742;1.747;3.4
0.6100056956647587;1.76;3.401
0.6133390601219432;1.773;3.401
0.6166724245791277;1.787;3.401
0.6200057890363122;1.8;3.401
0.6233391534934967;1.813;3.401
0.6266725179506811;1.827;3.402
0.6300058824078656;1.84;3.402
0.63333924686505;1.853;3.402
0.6366726113222345;1.853;3.402
0.640005975779419;1.867;3.403
0.6433393402366034;1.867;3.403
0.6466727046937879;1.867;3.403
0.6500060691509725;1.867;3.403
0.6533394336081569;1.867;3.404
0.6566727980653414;1.867;3.404
0.6600061625225259;1.853;3.404
0.6633395269797103;1.853;3.404
0.6666728914368948;1.84;3.405
0.6700062558940793;1.84;3.405
0.6733396203512637;1.827;3.405
0.6766729848084482;1.813;3.405
0.6800063492656327;1.787;3.405
0.6833397137228172;1.773;3.406
0.6866730781800017;1.747;3.406
0.6900064426371861;1.72;3.406
0.6933398070943706;1.693;3.406
0.6966731715515551;1.653;3.407
0.7000065360087395;1.533;3.407
0.703339900465924;1.507;3.407
0.7066732649231084;1.48;3.407
0.7100066293802929;1.453;3.408
0.7133399938374775;1.427;3.408
0.7166733582946619;1.413;3.408
0.7200067227518464;1.387;3.408
0.7233400872090309;1.373;3.408
0.7266734516662153;1.36;3.409
0.7300068161233998;1.347;3.409
0.7333401805805843;1.333;3.409
0.7366735450377687;1.32;3.409
0.7400069094949532;1.32;3.41
0.7433402739521378;1.307;3.41
0.7466736384093222;1.307;3.41
0.7500070028665067;1.307;3.41
0.7533403673236911;1.293;3.411
0.7566737317808756;1.293;3.411
0.7600070962380601;1.307;3.411
0.7633404606952445;1.307;3.411
0.766673825152429;1.307;3.412
0.7700071896096135;1.307;3.412
0.7733405540667979;1.32;3.412
0.7766739185239825;1.32;3.412
0.780007282981167;1.32;3.412
0.7833406474383514;1.32;3.413
0.7866740118955359;1.333;3.413
0.7900073763527203;1.333;3.413
0.7933407408099048;1.333;3.413
0.7966741052670893;1.347;3.414
0.8000074697242737;1.347;3.414
0.8033408341814582;1.347;3.414
0.8066741986386428;1.36;3.414
0.8100075630958272;1.36;3.415
0.8133409275530117;1.36;3.415
0.8166742920101961;1.373;3.415
0.8200076564673806;1.373;3.415
0.8233410209245651;1.373;3.415
0.8266743853817495;1.373;3.416
0.830007749838934;1.373;3.416
0.8333411142961185;1.373;3.416
0.8366744787533029;1.373;3.416
0.8400078432104875;1.373;3.417
0.843341207667672;1.373;3.417
0.8466745721248564;1.36;3.417
0.8500079365820409;1.36;3.417
0.8533413010392253;1.36;3.418
0.8566746654964098;1.347;3.418
0.8600080299535943;1.347;3.418
0.8633413944107787;1.347;3.418
0.8666747588679632;1.347;3.419
0.8700081233251478;1.347;3.419
0.8733414877823322;1.333;3.419
0.8766748522395167;1.333;3.419
0.8800082166967012;1.333;3.419
0.8833415811538856;1.333;3.42
0.8866749456110701;1.333;3.42
0.8900083100682545;1.333;3.42
0.893341674525439;1.333;3.42
0.8966750389826235;1.333;3.421
0.9000084034398079;1.333;3.421
0.9033417678969925;1.333;3.421
0.906675132354177;1.333;3.421
0.9100084968113614;1.333;3.422
0.9133418612685459;1.333;3.422
0.9166752257257303;1.333;3.422
0.9200085901829148;1.333;3.422
0.9233419546400993;1.333;3.423
0.9266753190972837;1.333;3.423
0.9300086835544682;1.333;3.423
0.9333420480116528;1.333;3.423
0.9366754124688372;1.333;3.423
0.9400087769260217;1.333;3.424
0.9433421413832062;1.333;3.424
0.9466755058403906;1.333;3.424
0.9500088702975751;1.333;3.424
0.9533422347547595;1.333;3.425
0.956675599211944;1.333;3.425
0.9600089636691285;1.333;3.425
0.9633423281263129;1.333;3.425
0.9666756925834975;1.333;3.426
0.970009057040682;1.333;3.426
0.9733424214978664;1.333;3.426
0.9766757859550509;1.333;3.426
0.9800091504122354;1.333;3.426
0.9833425148694198;1.333;3.427
0.9866758793266043;1.333;3.427
0.9900092437837887;1.333;3.427
0.9933426082409732;1.333;3.427
0.9966759726981578;1.32;3.428
1.0000093371553422;1.333;3.428
1.0033427016125267;1.333;3.428
1.0066760660697112;1.333;3.428
1.0100094305268956;1.347;3.429
1.01334279498408;1.347;3.429
1.0166761594412645;1.36;3.429
1.020009523898449;1.36;3.429
1.0233428883556335;1.36;3.43
1.026676252812818;1.373;3.43
1.0300096172700024;1.373;3.43
1.0333429817271869;1.373;3.43
1.0366763461843713;1.373;3.43
1.0400097106415558;1.373;3.431
1.0433430750987405;1.373;3.431
1.046676439555925;1.373;3.431
1.0500098040131094;1.387;3.431
1.0533431684702939;1.387;3.432
1.0566765329274783;1.373;3.432
1.0600098973846628;1.373;3.432
1.0633432618418472;1.373;3.432
1.0666766262990317;1.36;3.433
1.0700099907562162;1.36;3.433
1.0733433552134006;1.36;3.433
1.076676719670585;1.347;3.433
1.0800100841277696;1.347;3.433
1.083343448584954;1.36;3.434
1.0866768130421385;1.36;3.434
1.090010177499323;1.36;3.434
1.0933435419565074;1.36;3.434
1.0966769064136919;1.373;3.435
1.1000102708708763;1.373;3.435
1.1033436353280608;1.373;3.435
1.1066769997852455;1.373;3.435
1.11001036424243;1.387;3.436
1.1133437286996144;1.387;3.436
1.1166770931567989;1.4;3.436
1.1200104576139833;1.413;3.436
1.1233438220711678;1.413;3.437
1.1266771865283522;1.427;3.437
1.1300105509855367;1.453;3.437
1.1333439154427212;1.467;3.437
1.1366772798999056;1.507;3.437
1.14001064435709;1.56;3.438
1.1433440088142746;1.653;3.438
1.146677373271459;1.773;3.438
1.1500107377286435;2.48;3.438
1.153344102185828;2.573;3.439
1.1566774666430124;2.587;3.439
1.1600108311001969;2.52;3.439
1.1633441955573813;2.373;3.439
1.1666775600145658;2.187;3.44
1.1700109244717505;1.973;3.44
1.173344288928935;1.76;3.44
1.1766776533861194;1.587;3.44
1.1800110178433039;1.453;3.44
1.1833443823004883;1.36;3.441
1.1866777467576728;1.293;3.441
1.1900111112148573;1.267;3.441
1.1933444756720417;1.267;3.441
1.1966778401292262;1.28;3.442
1.2000112045864106;1.293;3.442
1.203344569043595;1.333;3.442
1.2066779335007796;1.36;3.442
1.210011297957964;1.387;3.443
1.2133446624151485;1.413;3.443
1.216678026872333;1.427;3.443
1.2200113913295174;1.44;3.443
1.2233447557867019;1.453;3.444
1.2266781202438863;1.467;3.444
1.2300114847010708;1.48;3.444
1.2333448491582555;1.493;3.444
1.23667821361544;1.493;3.444
1.2400115780726244;1.507;3.445
1.2433449425298089;1.507;3.445
1.2466783069869933;1.52;3.445
1.2500116714441778;1.52;3.445
1.2533450359013623;1.533;3.446
1.2566784003585467;1.533;3.446
1.2600117648157312;1.547;3.446
1.2633451292729156;1.547;3.446
1.2666784937301;1.56;3.447
1.2700118581872846;1.573;3.447
1.273345222644469;1.573;3.447
1.2766785871016535;1.587;3.447
1.280011951558838;1.587;3.447
1.2833453160160224;1.6;3.448
1.2866786804732069;1.613;3.448
1.2900120449303913;1.613;3.448
1.2933454093875758;1.627;3.448
1.2966787738447605;1.627;3.449
1.300012138301945;1.653;3.449
1.3033455027591294;1.667;3.449
1.3066788672163139;1.68;3.449
1.3100122316734983;1.693;3.45
1.3133455961306828;1.693;3.45
1.3166789605878673;1.707;3.45
1.3200123250450517;1.72;3.45
1.3233456895022362;1.733;3.451
1.3266790539594207;1.747;3.451
1.3300124184166051;1.747;3.451
1.3333457828737896;1.76;3.451
1.336679147330974;1.773;3.451
1.3400125117881585;1.787;3.452
1.343345876245343;1.8;3.452
1.3466792407025274;1.813;3.452
1.3500126051597119;1.827;3.452
1.3533459696168963;1.827;3.453
1.3566793340740808;1.84;3.453
1.3600126985312655;1.853;3.453
1.36334606298845;1.867;3.453
1.3666794274456344;1.88;3.454
1.3700127919028189;1.893;3.454
1.3733461563600033;1.907;3.454
1.3766795208171878;1.907;3.454
1.3800128852743723;1.907;3.454
1.3833462497315567;1.92;3.455
1.3866796141887412;1.92;3.455
1.3900129786459257;1.92;3.455
1.3933463431031101;1.92;3.455
1.3966797075602946;1.92;3.456
1.400013072017479;1.907;3.456
1.4033464364746635;1.893;3.456
1.406679800931848;1.88;3.456
1.4100131653890324;1.867;3.457
1.413346529846217;1.84;3.457
1.4166798943034014;1.813;3.457
1.4200132587605858;1.787;3.457
1.4233466232177705;1.76;3.458
1.426679987674955;1.733;3.458
1.4300133521321394;1.693;3.458
1.4333467165893239;1.667;3.458
1.4366800810465084;1.64;3.458
1.4400134455036928;1.613;3.459
1.4433468099608773;1.587;3.459
1.4466801744180617;1.56;3.459
1.4500135388752462;1.48;3.459
1.4533469033324307;1.467;3.46
1.4566802677896151;1.453;3.46
1.4600136322467996;1.44;3.46
1.463346996703984;1.427;3.46
1.4666803611611685;1.413;3.461
1.470013725618353;1.413;3.461
1.4733470900755374;1.413;3.461
1.476680454532722;1.413;3.461
1.4800138189899064;1.413;3.461
1.4833471834470908;1.413;3.462
1.4866805479042755;1.413;3.462
1.49001391236146;1.427;3.462
1.4933472768186444;1.427;3.462
1.496680641275829;1.44;3.463
1.5000140057330134;1.44;3.463
1.5033473701901978;1.44;3.463
1.5066807346473823;1.453;3.463
1.5100140991045667;1.453;3.464
1.5133474635617512;1.453;3.464
1.5166808280189357;1.467;3.464
1.5200141924761201;1.467;3.464
1.5233475569333046;1.467;3.465
1.526680921390489;1.48;3.465
1.5300142858476735;1.48;3.465
1.533347650304858;1.48;3.465
1.5366810147620424;1.48;3.465
1.540014379219227;1.493;3.466
1.5433477436764114;1.493;3.466
1.5466811081335958;1.493;3.466
1.5500144725907805;1.493;3.466
1.553347837047965;1.493;3.467
1.5566812015051494;1.493;3.467
1.560014565962334;1.493;3.467
1.5633479304195184;1.507;3.467
1.5666812948767028;1.507;3.468
1.5700146593338873;1.507;3.468
1.5733480237910717;1.493;3.468
1.5766813882482562;1.493;3.468
1.5800147527054407;1.493;3.469
1.5833481171626251;1.493;3.469
1.5866814816198096;1.493;3.469
1.590014846076994;1.493;3.469
1.5933482105341785;1.493;3.469
1.596681574991363;1.493;3.47
1.6000149394485474;1.48;3.47
1.603348303905732;1.48;3.47
1.6066816683629164;1.48;3.47
1.6100150328201008;1.48;3.471
1.6133483972772855;1.48;3.471
1.61668176173447;1.48;3.471
1.6200151261916544;1.48;3.471
1.623348490648839;1.48;3.472
1.6266818551060234;1.48;3.472
1.6300152195632078;1.48;3.472
1.6333485840203923;1.493;3.472
1.6366819484775768;1.493;3.472
1.6400153129347612;1.493;3.473
1.6433486773919457;1.493;3.473
1.6466820418491301;1.493;3.473
1.6500154063063146;1.493;3.473
1.653348770763499;1.493;3.474
1.6566821352206835;1.493;3.474
1.660015499677868;1.493;3.474
1.6633488641350525;1.493;3.474
1.666682228592237;1.493;3.475
1.6700155930494214;1.493;3.475
1.6733489575066058;1.507;3.475
1.6766823219637905;1.507;3.475
1.680015686420975;1.507;3.476
1.6833490508781594;1.507;3.476
1.686682415335344;1.507;3.476
1.6900157797925284;1.507;3.476
1.6933491442497128;1.52;3.476
1.6966825087068973;1.52;3.477
1.7000158731640818;1.52;3.477
1.7033492376212662;1.52;3.477
1.7066826020784507;1.533;3.477
1.7100159665356351;1.533;3.478
1.7133493309928196;1.52;3.478
1.716682695450004;1.52;3.478
1.7200160599071885;1.52;3.478
1.723349424364373;1.52;3.479
1.7266827888215575;1.507;3.479
1.730016153278742;1.507;3.479
1.7333495177359264;1.52;3.479
1.7366828821931108;1.52;3.479
1.7400162466502955;1.533;3.48
1.74334961110748;1.533;3.48
1.7466829755646645;1.533;3.48
1.750016340021849;1.56;3.48
1.7533497044790334;1.56;3.481
1.7566830689362178;1.573;3.481
1.7600164333934023;1.573;3.481
1.7633497978505868;1.573;3.481
1.7666831623077712;1.573;3.482
1.7700165267649557;1.573;3.482
1.7733498912221402;1.573;3.482
1.7766832556793246;1.587;3.482
1.780016620136509;1.587;3.483
1.7833499845936935;1.587;3.483
1.786683349050878;1.573;3.483
1.7900167135080625;1.573;3.483
1.793350077965247;1.573;3.483
1.7966834424224314;1.56;3.484
1.8000168068796158;1.56;3.484
1.8033501713368005;1.56;3.484
1.806683535793985;1.56;3.484
1.8100169002511695;1.56;3.485
1.813350264708354;1.56;3.485
1.8166836291655384;1.56;3.485
1.8200169936227228;1.573;3.485
1.8233503580799073;1.573;3.486
1.8266837225370918;1.573;3.486
1.8300170869942762;1.573;3.486
1.8333504514514607;1.587;3.486
1.8366838159086452;1.587;3.486
1.8400171803658296;1.587;3.487
1.843350544823014;1.6;3.487
1.8466839092801985;1.6;3.487
1.850017273737383;1.613;3.487
1.8533506381945675;1.627;3.488
1.856684002651752;1.64;3.488
1.8600173671089364;1.653;3.488
1.8633507315661209;1.68;3.488
1.8666840960233055;1.733;3.489
1.87001746048049;1.8;3.489
1.8733508249376745;1.92;3.489
1.876684189394859;2.053;3.489
1.8800175538520434;2.227;3.49
1.8833509183092279;2.413;3.49
1.8866842827664123;2.587;3.49
1.8900176472235968;2.707;3.49
1.8933510116807812;2.747;3.49
1.8966843761379657;2.72;3.491
1.9000177405951502;2.013;3.491
1.9033511050523346;1.84;3.491
1.906684469509519;1.693;3.491
1.9100178339667035;1.587;3.492
1.913351198423888;1.507;3.492
1.9166845628810725;1.467;3.492
1.920017927338257;1.453;3.492
1.9233512917954414;1.453;3.493
1.9266846562526259;1.48;3.493
1.9300180207098105;1.507;3.493
1.933351385166995;1.533;3.493
1.9366847496241795;1.56;3.493
1.940018114081364;1.587;3.494
1.9433514785385484;1.6;3.494
1.9466848429957329;1.613;3.494
1.9500182074529173;1.627;3.494
1.9533515719101018;1.64;3.495
1.9566849363672862;1.653;3.495
1.9600183008244707;1.667;3.495
1.9633516652816552;1.667;3.495
1.9666850297388396;1.68;3.496
1.970018394196024;1.68;3.496
1.9733517586532086;1.693;3.496
1.976685123110393;1.693;3.496
1.9800184875675775;1.707;3.497
1.983351852024762;1.707;3.497
1.9866852164819464;1.72;3.497
1.9900185809391309;1.733;3.497
1.9933519453963155;1.733;3.497
1.9966853098535;1.747;3.498
2.0000186743106845;1.76;3.498
2.003352038767869;1.773;3.498
2.0066854032250534;1.773;3.498
2.010018767682238;1.787;3.499
2.0133521321394223;1.787;3.499
2.016685496596607;1.8;3.499
2.0200188610537912;1.8;3.499
2.0233522255109757;1.813;3.5
2.02668558996816;1.827;3.5
