Time;Value;Stress
0.0;0.173;3.016
0.0033333605666712963;0.173;3.016
0.006666721133342593;0.173;3.016
0.010000081700013888;0.173;3.016
0.013333442266685185;0.173;3.016
0.016666802833356482;0.173;3.016
0.020000163400027776;0.173;3.016
0.023333523966699073;0.173;3.016
0.02666688453337037;0.173;3.016
0.030000245100041668;0.173;3.016
0.033333605666712965;0.173;3.016
0.03666696623338426;0.173;3.016
0.04000032680005555;0.173;3.016
0.04333368736672685;0.173;3.016
0.04666704793339815;0.173;3.016
0.05000040850006945;0.173;3.016
0.05333376906674074;0.173;3.016
0.056667129633412035;0.173;3.016
0.060000490200083335;0.173;3.016
0.06333385076675463;0.173;3.016
0.06666721133342593;0.173;3.016
0.07000057190009722;0.173;3.016
0.07333393246676852;0.173;3.016
0.07666729303343982;0.173;3.016
0.0800006536001111;0.173;3.016
0.0833340141667824;0.173;3.016
0.0866673747334537;0.173;3.016
0.090000735300125;0.173;3.016
0.0933340958667963;0.173;3.016
0.0966674564334676;0.173;3.016
0.1000008170001389;0.173;3.016
0.10333417756681018;0.173;3.016
0.10666753813348148;0.173;3.016
0.11000089870015278;0.173;3.016
0.11333425926682407;0.173;3.016
0.11666761983349537;0.173;3.016
0.12000098040016667;0.173;3.016
0.12333434096683796;0.173;3.016
0.12666770153350926;0.173;3.016
0.13000106210018056;0.173;3.016
0.13333442266685186;0.173;3.016
0.13666778323352316;0.173;3.016
0.14000114380019443;0.173;3.016
0.14333450436686573;0.173;3.016
0.14666786493353703;0.173;3.016
0.15000122550020834;0.173;3.016
0.15333458606687964;0.173;3.016
0.15666794663355094;0.173;3.016
0.1600013072002222;0.173;3.016
0.1633346677668935;0.173;3.016
0.1666680283335648;0.173;3.016
0.1700013889002361;0.173;3.016
0.1733347494669074;0.173;3.016
0.1766681100335787;0.173;3.016
0.18000147060025;0.173;3.016
0.18333483116692129;0.173;3.016
0.1866681917335926;0.173;3.016
0.1900015523002639;0.173;3.016
0.1933349128669352;0.173;3.016
0.1966682734336065;0.173;3.016
0.2000016340002778;0.173;3.016
0.20333499456694906;0.173;3.016
0.20666835513362036;0.173;3.016
0.21000171570029166;0.173;3.016
0.21333507626696296;0.173;3.016
0.21666843683363426;0.173;3.016
0.22000179740030557;0.173;3.016
0.22333515796697687;0.173;3.016
0.22666851853364814;0.173;3.016
0.23000187910031944;0.173;3.016
0.23333523966699074;0.173;3.016
0.23666860023366204;0.173;3.016
0.24000196080033334;0.173;3.016
0.24333532136700464;0.173;3.016
0.24666868193367592;0.173;3.016
0.25000204250034724;0.173;3.016
0.2533354030670185;0.173;3.016
0.2566687636336898;0.173;3.016
0.2600021242003611;0.173;3.016
0.2633354847670324;0.173;3.016
0.2666688453337037;0.173;3.016
0.270002205900375;0.173;3.016
0.2733355664670463;0.173;3.016
0.2766689270337176;0.173;3.016
0.28000228760038887;0.173;3.016
0.2833356481670602;0.173;3.016
0.28666900873373147;0.173;3.016
0.2900023693004028;0.173;3.016
0.29333572986707407;0.173;3.016
0.2966690904337454;0.173;3.016
0.30000245100041667;0.173;3.016
0.30333581156708794;0.173;3.016
0.30666917213375927;0.173;3.016
